V1,Source,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,YEAR
R_1IB4OkbLR7qjmsl,1, , , , , , , , , , , , , , , , , , ,2015
R_1OUov58dsXxF8Wq,1, , , , , , , , , , , , , , , , , , ,2015
R_7V6Ja4LIfs3UHZz,1, , , , , , , , , , , , , , , , , , ,2015
R_C9nHIEwDKPTbgu5,1, , , , , , , , , , , , , , , , , , ,2015
R_3Ja4sFrpQ6aLBQX,1, , , , , , , , , , , , , , , , , , ,2015
R_2E3QDoX2h6gLADZ,1, , , , , , , , , , , , , , , , , , ,2015
R_6ShyVr98oKBpzNf,1, , , , , , , , , , , , , , , , , , ,2015
R_1LGpj3fri9YptnT,1, , , , , , , , , , , , , , , , , , ,2015
R_25GaOKfMK7NAxjl,1, , , , , , , , , , , , , , , , , , ,2015
R_1H0Hi13Z46YT5Yt,1, , , , , , , , , , , , , , , , , , ,2015
R_3HXsSzHTqKwfz8A,1, , , , , , , , , , , , , , , , , , ,2015
R_1ghFFwoxrTpmGHL,1, , , , , , , , , , , , , , , , , , ,2015
R_1jkOJPIs79U6E2h,1, , , , , , , , , , , , , , , , , , ,2015
R_AdEaOkzv26mds6B,1, , , , , , , , , , , , , , , , , , ,2015
R_3FUUX0yJm6P6O4K,1, , , , , , , , , , , , , , , , , , ,2015
R_2fqVxlgLdkxxEUp,1, , , , , , , , , , , , , , , , , , ,2015
R_3nc3fNUsxP59ql2,1, , , , , , , , , , , , , , , , , , ,2015
R_3Gp5vOuOsOQNtn3,1, , , , , , , , , , , , , , , , , , ,2015
R_1mKP9BXQw6rS7C9,1, , , , , , , , , , , , , , , , , , ,2015
R_cFLwTE17NsgJYLn,1, , , , , , , , , , , , , , , , , , ,2015
R_UEdHeCndrmRIONH,1, , , , , , , , , , , , , , , , , , ,2015
R_cUgHXfmqmhDLA1r,1, , , , , , , , , , , , , , , , , , ,2015
R_25F01S04agBRobf,1, , , , , , , , , , , , , , , , , , ,2015
R_bC413DgttQjLm81,1, , , , , , , , , , , , , , , , , , ,2015
R_eFJG8KWmZEIvSTj,1, , , , , , , , , , , , , , , , , , ,2015
R_1C9DLddb50viH8U,1, , , , , , , , , , , , , , , , , , ,2015
R_3FRJPsxZoA7fS7M,1, , , , , , , , , , , , , , , , , , ,2015
R_2UeVP7jXuJRz5IA,1, , , , , , , , , , , , , , , , , , ,2015
R_3ekT5Kt06Os468c,1, , , , , , , , , , , , , , , , , , ,2015
R_1CmERsX7LO8v79q,1, , , , , , , , , , , , , , , , , , ,2015
R_1cV2lMBFty7GPWO,1, , , , , , , , , , , , , , , , , , ,2015
R_5opWMgvB1vvoEn3,1, , , , , , , , , , , , , , , , , , ,2015
R_C2nCJvYnwhbPkPv,1, , , , , , , , , , , , , , , , , , ,2015
R_2gX0wWfClvUXpEB,1, , , , , , , , , , , , , , , , , , ,2015
R_reCoLutoGPGcpHj,1, , , , , , , , , , , , , , , , , , ,2015
R_2dSAzdI6zPrPZhM,1, , , , , , , , , , , , , , , , , , ,2015
R_qzpaFxDK0O0coDf,1, , , , , , , , , , , , , , , , , , ,2015
R_3HAhwnd3VYuQSiM,1, , , , , , , , , , , , , , , , , , ,2015
R_cw5HJyMbYmd6xdX,1, , , , , , , , , , , , , , , , , , ,2015
R_2uPqof7RsRBcjj4,1, , , , , , , , , , , , , , , , , , ,2015
R_86AlxyzxQg7ADsd,1, , , , , , , , , , , , , , , , , , ,2015
R_TbfaeSMoGjyyP17,1, , , , , , , , , , , , , , , , , , ,2015
R_2SHXAvZZ0HQPPqR,1, , , , , , , , , , , , , , , , , , ,2015
R_2B9Tm81FuSfBaN7,1, , , , , , , , , , , , , , , , , , ,2015
R_3M0tv47is5Lljjk,1, , , , , , , , , , , , , , , , , , ,2015
R_2376GwR9hTc5uDL,1, , , , , , , , , , , , , , , , , , ,2015
R_2RPKt18yVAOEwQY,1, , , , , , , , , , , , , , , , , , ,2015
R_2wvu7tiDqKlf94I,1, , , , , , , , , , , , , , , , , , ,2015
R_2xKqIcQ8HBClruq,1, , , , , , , , , , , , , , , , , , ,2015
R_5uaRsZbe8tn1UHP,1, , , , , , , , , , , , , , , , , , ,2015
R_1Oknw0INh3MPmN7,1, , , , , , , , , , , , , , , , , , ,2015
R_2BxJxjj58K3zGhR,1, , , , , , , , , , , , , , , , , , ,2015
R_1GIkNlPLY7H4Gne,1, , , , , , , , , , , , , , , , , , ,2015
R_24OUUK3RwcDI3dC,1, , , , , , , , , , , , , , , , , , ,2015
R_W7pwMVGd3yUK0tH,1, , , , , , , , , , , , , , , , , , ,2015
R_6tzn0HRXQhbZgbL,1, , , , , , , , , , , , , , , , , , ,2015
R_3dExk1HK2ELtPUg,1, , , , , , , , , , , , , , , , , , ,2015
R_33dPGKtzJgHKYAa,1, , , , , , , , , , , , , , , , , , ,2015
R_Ojt60jiBTSxzgY1,1, , , , , , , , , , , , , , , , , , ,2015
R_1CJyiEFmP6JONo7,1, , , , , , , , , , , , , , , , , , ,2015
R_30908RT9dVHmUHY,1, , , , , , , , , , , , , , , , , , ,2015
R_rluwHTf3cC6kZwd,1, , , , , , , , , , , , , , , , , , ,2015
R_3lJlwKrREHpLsR3,1, , , , , , , , , , , , , , , , , , ,2015
R_wY9gy1Loz0mPgXL,1, , , , , , , , , , , , , , , , , , ,2015
R_2392pcWn40EwFgC,1, , , , , , , , , , , , , , , , , , ,2015
R_ODmDYcPAZqOOuGd,1, , , , , , , , , , , , , , , , , , ,2015
R_2VBzEspcXmk3gEC,1, , , , , , , , , , , , , , , , , , ,2015
R_71kgypDTzwXcNgd,1, , , , , , , , , , , , , , , , , , ,2015
R_x3eU0f6hhdD1nP3,1, , , , , , , , , , , , , , , , , , ,2015
R_2VdvW4cQasCif3S,1, , , , , , , , , , , , , , , , , , ,2015
R_1LcHhyW29O8IZPY,1, , , , , , , , , , , , , , , , , , ,2015
R_1NFjaNlelPdGKkl,1, , , , , , , , , , , , , , , , , , ,2015
R_3LiD4cy4oCAzLxJ,1, , , , , , , , , , , , , , , , , , ,2015
R_2q1WM3wdNtFEKIb,1, , , , , , , , , , , , , , , , , , ,2015
R_3qdtJ91YWl23qni,1, , , , , , , , , , , , , , , , , , ,2015
R_ahFGkowkRelF8iZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3nqJoOfcLDFcDvO,1, , , , , , , , , , , , , , , , , , ,2015
R_3htCjY92RIgro2f,1, , , , , , , , , , , , , , , , , , ,2015
R_3ozJ6eQhPvOnbHz,1, , , , , , , , , , , , , , , , , , ,2015
R_2Qm9xfNs8srE3CD,1, , , , , , , , , , , , , , , , , , ,2015
R_1f1b3AHNODIW5iG,1, , , , , , , , , , , , , , , , , , ,2015
R_3pmY8DLFUkFg8kl,1, , , , , , , , , , , , , , , , , , ,2015
R_1f9LLZFHWSidxOi,1, , , , , , , , , , , , , , , , , , ,2015
R_3MyufHgR9PqtTMm,1, , , , , , , , , , , , , , , , , , ,2015
R_6R4L3z9IoySdjtT,1, , , , , , , , , , , , , , , , , , ,2015
R_2PAyNSoQER7Z45W,1, , , , , , , , , , , , , , , , , , ,2015
R_1MW1dSqeoMhX7C9,1, , , , , , , , , , , , , , , , , , ,2015
R_2TRUz0j3Vvy3ARq,1, , , , , , , , , , , , , , , , , , ,2015
R_25QS23HZxYYFGcf,1, , , , , , , , , , , , , , , , , , ,2015
R_1rMLPOrMkddXQ1Y,1, , , , , , , , , , , , , , , , , , ,2015
R_3Ph3dDYX9M86EAx,1, , , , , , , , , , , , , , , , , , ,2015
R_3q8MgBn9SXSQVSV,1, , , , , , , , , , , , , , , , , , ,2015
R_33lsF1eXZeJcS1I,1, , , , , , , , , , , , , , , , , , ,2015
R_2ONJIOtgoVGpWtR,1, , , , , , , , , , , , , , , , , , ,2015
R_eM7YZnOvBcznNIt,1, , , , , , , , , , , , , , , , , , ,2015
R_2Ck4HdMiB07IVwp,1, , , , , , , , , , , , , , , , , , ,2015
R_1gUx2qJzdLxpk7k,1, , , , , , , , , , , , , , , , , , ,2015
R_SV7NG2Q04FNm43T,1, , , , , , , , , , , , , , , , , , ,2015
R_2amkvUzro0ySPfz,1, , , , , , , , , , , , , , , , , , ,2015
R_2xG15baPtqHGkhG,1, , , , , , , , , , , , , , , , , , ,2015
R_3iszzfx58syfeab,1, , , , , , , , , , , , , , , , , , ,2015
R_5zNtSf6oPxPop7v,1, , , , , , , , , , , , , , , , , , ,2015
R_2rJEu0wqdnillcX,1, , , , , , , , , , , , , , , , , , ,2015
R_2VwEVoOcCJ3GIsM,1, , , , , , , , , , , , , , , , , , ,2015
R_2sHEUpjdPhnKmfD,1, , , , , , , , , , , , , , , , , , ,2015
R_7PN6C9rtH11zSyp,1, , , , , , , , , , , , , , , , , , ,2015
R_1gcJZr4xUCexKc6,1, , , , , , , , , , , , , , , , , , ,2015
R_8Dp7jGVRs0F7j8N,1, , , , , , , , , , , , , , , , , , ,2015
R_0qWfswzoz4nUwQZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3MrOz80ebtL61X8,1, , , , , , , , , , , , , , , , , , ,2015
R_1jg0vYIyHUAW31v,1, , , , , , , , , , , , , , , , , , ,2015
R_ZDjxSbU0knSP35n,1, , , , , , , , , , , , , , , , , , ,2015
R_2cu1NdG0TaRGfJF,1, , , , , , , , , , , , , , , , , , ,2015
R_21tBPU5iqvdzBAv,1, , , , , , , , , , , , , , , , , , ,2015
R_2WI3mVQvilse3It,1, , , , , , , , , , , , , , , , , , ,2015
R_5oKmltlRA0If6Tj,1, , , , , , , , , , , , , , , , , , ,2015
R_2QXkm8pWVu6kTrk,1, , , , , , , , , , , , , , , , , , ,2015
R_2Esl4m6DRZeE6CO,1, , , , , , , , , , , , , , , , , , ,2015
R_1FwvlVqZ6ZnPhic,1, , , , , , , , , , , , , , , , , , ,2015
R_25YZticGgCE9W2w,1, , , , , , , , , , , , , , , , , , ,2015
R_3kz7Hef8o8PCmFy,1, , , , , , , , , , , , , , , , , , ,2015
R_cVld5S1bDcxWPPv,1, , , , , , , , , , , , , , , , , , ,2015
R_87fj3qLz6LuHihP,1, , , , , , , , , , , , , , , , , , ,2015
R_3GkUXP1Ek3mRvGl,1, , , , , , , , , , , , , , , , , , ,2015
R_1Ii2YOY2uSWsw7W,1, , , , , , , , , , , , , , , , , , ,2015
R_3KUDEd2007g51Xy,1, , , , , , , , , , , , , , , , , , ,2015
R_723QX5HvXpp7erb,1, , , , , , , , , , , , , , , , , , ,2015
R_08r7maIWvJBdv37,1, , , , , , , , , , , , , , , , , , ,2015
R_6RU4mE3TfqusX5z,1, , , , , , , , , , , , , , , , , , ,2015
R_A4HrhHlCScJ0KvT,1, , , , , , , , , , , , , , , , , , ,2015
R_1GDoupD7EDuuF2z,1, , , , , , , , , , , , , , , , , , ,2015
R_XonLRgi0mXyXvXj,1, , , , , , , , , , , , , , , , , , ,2015
R_22LZK1j3q85dbVX,1, , , , , , , , , , , , , , , , , , ,2015
R_11gVARkCh4afhPZ,1, , , , , , , , , , , , , , , , , , ,2015
R_bK2I5pLyBt45i9j,1, , , , , , , , , , , , , , , , , , ,2015
R_2dFolAtuLeZpRIC,1, , , , , , , , , , , , , , , , , , ,2015
R_3RasspJv0sN9aEP,1, , , , , , , , , , , , , , , , , , ,2015
R_a9IiJyaqgFFIa4l,1, , , , , , , , , , , , , , , , , , ,2015
R_3dGv1Ar3ZdEumGI,1, , , , , , , , , , , , , , , , , , ,2015
R_3PnPNw3O6wKphRp,1, , , , , , , , , , , , , , , , , , ,2015
R_PtTsyv38eYW3xxT,1, , , , , , , , , , , , , , , , , , ,2015
R_Zefp6LZBBiKrZrX,1, , , , , , , , , , , , , , , , , , ,2015
R_3CQvWLpaVhcrMiz,1, , , , , , , , , , , , , , , , , , ,2015
R_3kdIbaN7ENsx3S6,1, , , , , , , , , , , , , , , , , , ,2015
R_2qEsE3OlcHcvI7d,1, , , , , , , , , , , , , , , , , , ,2015
R_1DDcsJC3KAcRXmA,1, , , , , , , , , , , , , , , , , , ,2015
R_2c64SfouPsihNuZ,1, , , , , , , , , , , , , , , , , , ,2015
R_rihiEIQ2rUWMNQ5,1, , , , , , , , , , , , , , , , , , ,2015
R_3kMyWFEvG6iHxDU,1, , , , , , , , , , , , , , , , , , ,2015
R_1DwDoqbs3DPxX3t,1, , , , , , , , , , , , , , , , , , ,2015
R_9MEIcSrcXNeSaOJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3Rac3xgjuKTELm1,1, , , , , , , , , , , , , , , , , , ,2015
R_exJEh1iUCXVuskZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3KOdOMSMKbm7K1h,1, , , , , , , , , , , , , , , , , , ,2015
R_2CpoNeZo0DmCaDa,1, , , , , , , , , , , , , , , , , , ,2015
R_37SBXRVx9LRQpOR,1, , , , , , , , , , , , , , , , , , ,2015
R_2D7SqjfaaQrgdo2,1, , , , , , , , , , , , , , , , , , ,2015
R_eqRkm6Ify84NiOF,1, , , , , , , , , , , , , , , , , , ,2015
R_cunPYqQqb4AnCol,1, , , , , , , , , , , , , , , , , , ,2015
R_08lxocwFO0zaNj7,1, , , , , , , , , , , , , , , , , , ,2015
R_27vTs5S1lSHDQOc,1, , , , , , , , , , , , , , , , , , ,2015
R_12SbgSmIGezIhKd,1, , , , , , , , , , , , , , , , , , ,2015
R_11WONJNjCM2Q8nt,1, , , , , , , , , , , , , , , , , , ,2015
R_dojNKS0IFXX6Zox,1, , , , , , , , , , , , , , , , , , ,2015
R_2PtalSWKcmvXfFw,1, , , , , , , , , , , , , , , , , , ,2015
R_rkUtWhB8Exngdhv,1, , , , , , , , , , , , , , , , , , ,2015
R_8cBahJGgVi5uOgZ,1, , , , , , , , , , , , , , , , , , ,2015
R_5uRlHUvnBgmwJqx,1, , , , , , , , , , , , , , , , , , ,2015
R_1dzOPCdR4Sx6gCy,1, , , , , , , , , , , , , , , , , , ,2015
R_pH3WZDL7mgELb4l,1, , , , , , , , , , , , , , , , , , ,2015
R_1ouSsTg61gaJeQM,1, , , , , , , , , , , , , , , , , , ,2015
R_3RfmBud2zuJWz05,1, , , , , , , , , , , , , , , , , , ,2015
R_3iwgQ6ZxyQWHEKC,1, , , , , , , , , , , , , , , , , , ,2015
R_2qmexXkq2J6SPAG,1, , , , , , , , , , , , , , , , , , ,2015
R_2iqT6lFmhcvDAxX,1, , , , , , , , , , , , , , , , , , ,2015
R_3PAIGUglEthYeOc,1, , , , , , , , , , , , , , , , , , ,2015
R_1kYPRIRFglm6gEt,1, , , , , , , , , , , , , , , , , , ,2015
R_3I4bRrV1VL1cJbv,1, , , , , , , , , , , , , , , , , , ,2015
R_RUhn1VLGeCS3Na9,1, , , , , , , , , , , , , , , , , , ,2015
R_pyLK1wsuLZHaF0t,1, , , , , , , , , , , , , , , , , , ,2015
R_1r9qwWxbKWzL10K,1, , , , , , , , , , , , , , , , , , ,2015
R_1FPVgXSuzAYzATO,1, , , , , , , , , , , , , , , , , , ,2015
R_3dDDJQrz2chbe3n,1, , , , , , , , , , , , , , , , , , ,2015
R_Xn6uRtmLRcroaVr,1, , , , , , , , , , , , , , , , , , ,2015
R_3DoKlGvpfXYtdqv,1, , , , , , , , , , , , , , , , , , ,2015
R_25RUDVVy75WeYl1,1, , , , , , , , , , , , , , , , , , ,2015
R_QoGacB7M4IIwlMd,1, , , , , , , , , , , , , , , , , , ,2015
R_330TRmEUtteIder,1, , , , , , , , , , , , , , , , , , ,2015
R_21A1vWWsfVe6CoI,1, , , , , , , , , , , , , , , , , , ,2015
R_1MYgI12Gpjf8Dgy,1, , , , , , , , , , , , , , , , , , ,2015
R_3merl0zCAG6mtV8,1, , , , , , , , , , , , , , , , , , ,2015
R_ag8UOnef89Lq0w5,1, , , , , , , , , , , , , , , , , , ,2015
R_3rOMeKQXHPoLoMt,1, , , , , , , , , , , , , , , , , , ,2015
R_2PhtwwjYl0ovSb5,1, , , , , , , , , , , , , , , , , , ,2015
R_2fjOOpYrMtwZsxz,1, , , , , , , , , , , , , , , , , , ,2015
R_3yesQUYLHcyoDiJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3MSCBcv7gyIwYW9,1, , , , , , , , , , , , , , , , , , ,2015
R_Thpydr84LbOvoul,1, , , , , , , , , , , , , , , , , , ,2015
R_1LUSgjqmw8zAuEU,1, , , , , , , , , , , , , , , , , , ,2015
R_ai8IjuQN3oLsbQJ,1, , , , , , , , , , , , , , , , , , ,2015
R_2sSzuow7jUXF9UJ,1, , , , , , , , , , , , , , , , , , ,2015
R_211eNtgcvp2uGc0,1, , , , , , , , , , , , , , , , , , ,2015
R_2tzpHVVzqVHcfBL,1, , , , , , , , , , , , , , , , , , ,2015
R_3L2cF9uIiQiJ3cL,1, , , , , , , , , , , , , , , , , , ,2015
R_WeR4qK4L3m5FupP,1, , , , , , , , , , , , , , , , , , ,2015
R_3QGdKvBedYzEOWK,1, , , , , , , , , , , , , , , , , , ,2015
R_1rP5VM6r0rByt6E,1, , , , , , , , , , , , , , , , , , ,2015
R_UYKum4HIKXjDIad,1, , , , , , , , , , , , , , , , , , ,2015
R_3IQ1Iloezgg1Nnf,1, , , , , , , , , , , , , , , , , , ,2015
R_1kMuxN9Cwag6mek,1, , , , , , , , , , , , , , , , , , ,2015
R_3snAw5NUGIiNjKS,1, , , , , , , , , , , , , , , , , , ,2015
R_2QSPqLNJlvSL2Aq,1, , , , , , , , , , , , , , , , , , ,2015
R_6gxibw89KL8AdDr,1, , , , , , , , , , , , , , , , , , ,2015
R_PvRilNTCKdw9shr,1, , , , , , , , , , , , , , , , , , ,2015
R_bf4FvteoDPfM0a9,1, , , , , , , , , , , , , , , , , , ,2015
R_1Ffg62bK5eYVl7Q,1, , , , , , , , , , , , , , , , , , ,2015
R_Bzy9SRtBikFlxXb,1, , , , , , , , , , , , , , , , , , ,2015
R_3MoKVVjItFAN5SK,1, , , , , , , , , , , , , , , , , , ,2015
R_A65BRb8nHENsYVj,1, , , , , , , , , , , , , , , , , , ,2015
R_vSkTwlyphD0jmvv,1, , , , , , , , , , , , , , , , , , ,2015
R_2s7lxzDkMWzPcHQ,1, , , , , , , , , , , , , , , , , , ,2015
R_5jNEaZgdBODCEZv,1, , , , , , , , , , , , , , , , , , ,2015
R_1j6BFwQCZRWyr5q,1, , , , , , , , , , , , , , , , , , ,2015
R_3RaU2XJZhd6x1ct,1, , , , , , , , , , , , , , , , , , ,2015
R_1P5IKq4NWzEXjUi,1, , , , , , , , , , , , , , , , , , ,2015
R_2EfPrJrU3Y6ukyI,1, , , , , , , , , , , , , , , , , , ,2015
R_1r1a6FJO1KgTc8R,1, , , , , , , , , , , , , , , , , , ,2015
R_1dcYY1kKROvWxLU,1, , , , , , , , , , , , , , , , , , ,2015
R_u8Fiv3zaQ6YGpBT,1, , , , , , , , , , , , , , , , , , ,2015
,,,,,,,,,,,,,,,,,,,,
R_uaoamgSh3LGDqJX,0,,,,,,,,,,,,,,,,,,,2016
R_1eQdBs3SemhLGK6,0,,,,,,,,,,,,,,,,,,,2016
R_3z5NHBwG4wvcDK1,0,,,,,,,,,,,,,,,,,,,2016
R_stn38eIN1Mn06t3,0,,,,,,,,,,,,,,,,,,,2016
R_1OZh2jTHA843iNX,0,,,,,,,,,,,,,,,,,,,2016
R_2VKHVy0DHFgHxMS,0,,,,,,,,,,,,,,,,,,,2016
R_3fBuny4tHYyXC0m,0,,,,,,,,,,,,,,,,,,,2016
R_1qeKhTGhiw9EnLA,0,,,,,,,,,,,,,,,,,,,2016
R_1HisnZR3hKtWjli,0,,,,,,,,,,,,,,,,,,,2016
R_25Rfs3lLiTq0X4Y,0,,,,,,,,,,,,,,,,,,,2016
R_cB08gJRp16HWucR,0,,,,,,,,,,,,,,,,,,,2016
R_1RnsyrfHENXxVL3,0,3,3,2,3,3,3,3,2,2,3,3,3,4,3,1,3,2,2,2016
R_3jSRK3Kzx7ktzCp,0,,,,,,,,,,,,,,,,,,,2016
R_2X5tED9sULIqom3,0,,,,,,,,,,,,,,,,,,,2016
R_10xFkdNxJqgFLcB,0,,,,,,,,,,,,,,,,,,,2016
R_3FWMQ9YUDMpnvAk,0,,,,,,,,,,,,,,,,,,,2016
R_vJlkJnLw3w2AEZH,0,4,3,3,4,2,3,1,3,2,1,3,1,2,2,1,2,2,2,2016
R_RjWjbUWoSkm49c5,0,,,,,,,,,,,,,,,,,,,2016
R_yR6zFjE07RRFig1,0,,,,,,,,,,,,,,,,,,,2016
R_3FXy3k04EnsI3uN,0,,,,,,,,,,,,,,,,,,,2016
R_1H2AFomWcO8N61R,0,,,,,,,,,,,,,,,,,,,2016
R_3qsAfmI4HklQmPk,0,4,2,2,2,3,2,3,2,1,1,3,2,2,2,4,2,1,3,2016
R_3kGT6ouZ9gVXVGK,0,,,,,,,,,,,,,,,,,,,2016
R_3fVKXRXU8cRvVJc,0,,,,,,,,,,,,,,,,,,,2016
R_3PvI6lnHaYRAxjH,0,,,,,,,,,,,,,,,,,,,2016
R_UGB64ymxUNhMLUl,0,,,,,,,,,,,,,,,,,,,2016
R_uzcchiuv8UOHfs5,0,,,,,,,,,,,,,,,,,,,2016
R_1r66jkth2PYi6nj,0,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,2,4,3,2016
R_3DjSY8UTcDGje0g,0,,,,,,,,,,,,,,,,,,,2016
R_3I44igls8H3i643,0,,,,,,,,,,,,,,,,,,,2016
R_vkNHOWPKlcqkVfb,0,,,,,,,,,,,,,,,,,,,2016
R_1Gwv7gLBj6ynvXW,0,4,1,2,1,1,2,2,3,3,1,4,2,2,3,2,4,2,1,2016
R_1d6quYs6xXfGDel,0,,,,,,,,,,,,,,,,,,,2016
R_8xdCdA7xmzaIBod,0,,,,,,,,,,,,,,,,,,,2016
R_2DYuDz9SSLYxSkP,0,,,,,,,,,,,,,,,,,,,2016
R_1gwKMAgIJfnJbix,0,,,,,,,,,,,,,,,,,,,2016
R_8eHROECdE6NtTzj,0,,,,,,,,,,,,,,,,,,,2016
R_3KxeV5KKdifUFQh,0,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,4,2016
R_3e2HZgi6OmZbdTy,0,,,,,,,,,,,,,,,,,,,2016
R_1lyRkSItPVZ8JtQ,0,,,,,,,,,,,,,,,,,,,2016
R_3iHY7B5Xte91UBm,0,,,,,,,,,,,,,,,,,,,2016
R_2frqAxGW6BTUofc,0,,,,,,,,,,,,,,,,,,,2016
R_PYTnUGEdqvvmTJL,0,,,,,,,,,,,,,,,,,,,2016
R_1IsiErOmtPx9tn0,0,,,,,,,,,,,,,,,,,,,2016
R_1JK4ahbBWUCNtOS,0,,,,,,,,,,,,,,,,,,,2016
R_32IL9opLY8QYNl5,0,,,,,,,,,,,,,,,,,,,2016
R_3Pz6Hvv112BRMxj,0,,,,,,,,,,,,,,,,,,,2016
R_3MQGZsg7ZP3XatY,0,,,,,,,,,,,,,,,,,,,2016
R_qO6DfUBe68Sl8wV,0,,,,,,,,,,,,,,,,,,,2016
R_25ykxrDiq2ekKTZ,0,3,2,4,1,2,4,1,2,4,1,4,2,2,4,1,1,4,1,2016
R_1Gvk5a9cYJOuMU8,0,,,,,,,,,,,,,,,,,,,2016
R_22FCYIhtGo4oNI0,0,,,,,,,,,,,,,,,,,,,2016
R_2bNzc58NLOYSoyz,0,,,,,,,,,,,,,,,,,,,2016
R_234A4ta3sFCdCyD,0,,,,,,,,,,,,,,,,,,,2016
R_QozRlMcnRxGauwF,0,2,4,1,4,3,2,4,4,1,2,1,2,3,1,4,2,2,2,2016
R_3fDn0cn4PWDza4W,0,,,,,,,,,,,,,,,,,,,2016
R_307cDBkvu138Aqa,0,,,,,,,,,,,,,,,,,,,2016
R_25LpUjsignRTZTA,0,,,,,,,,,,,,,,,,,,,2016
R_ZJ1KfljNykQY41z,0,,,,,,,,,,,,,,,,,,,2016
R_ewXwv9BkXtj4rnz,0,,,,,,,,,,,,,,,,,,,2016
R_s7Q9JS9ifeLtXdT,0,,,,,,,,,,,,,,,,,,,2016
R_1mgclytSavqJ7Pe,0,1,2,3,2,1,2,2,2,3,1,2,1,2,2,3,3,3,2,2016
R_U9GuzB9xpuOhZnP,0,,,,,,,,,,,,,,,,,,,2016
R_1QgE4fwTFT9ZI0r,0,3,2,2,2,3,3,3,3,3,1,3,3,4,2,3,3,2,1,2016
R_abEBLuhxRlxVHdn,0,,,,,,,,,,,,,,,,,,,2016
R_25WxwnMTOXhwNEQ,0,,,,,,,,,,,,,,,,,,,2016
R_25JDV3Tzco2KqA1,0,,,,,,,,,,,,,,,,,,,2016
R_2QVP3OkflQWJUZg,0,,,,,,,,,,,,,,,,,,,2016
R_BWBMhkUpVjqGhqh,0,,,,,,,,,,,,,,,,,,,2016
R_USDjHQy02MMWJwJ,0,,,,,,,,,,,,,,,,,,,2016
R_1q9ytPiioXV7TFX,0,4,3,2,1,3,4,1,3,3,1,2,1,1,3,1,2,4,1,2016
R_2bUkFdy9dDY0hMd,0,,,,,,,,,,,,,,,,,,,2016
R_1eK58gp8jgoHXEd,0,,,,,,,,,,,,,,,,,,,2016
R_33BfpWR61dt3fj8,0,,,,,,,,,,,,,,,,,,,2016
R_3nDeamjV52m56iQ,0,,,,,,,,,,,,,,,,,,,2016
R_22PkyGPkXLhVcMS,0,,,,,,,,,,,,,,,,,,,2016
R_33gz8bzsqx3nCqE,0,,,,,,,,,,,,,,,,,,,2016
R_1il2icnDHw21JPj,0,3,2,3,3,3,2,3,3,3,3,3,3,3,,2,,3,3,2016
R_24d61S9rIUz7fud,0,3,3,2,1,3,3,3,3,2,2,2,2,2,1,2,3,2,3,2016
R_2zFJ0fKfxo4dikj,0,,,,,,,,,,,,,,,,,,,2016
R_2SqzJu1dTcfNEJ4,0,,,,,,,,,,,,,,,,,,,2016
R_1mEklXheEpmcmgD,0,,,,,,,,,,,,,,,,,,,2016
R_W6dkLr0yUDtWaRP,0,,,,,,,,,,,,,,,,,,,2016
R_3knw0tlzxwcNwtb,0,,,,,,,,,,,,,,,,,,,2016
R_wZuU1fggzWwx92V,0,,,,,,,,,,,,,,,,,,,2016
R_3haoF2tPgzcqJFO,0,,,,,,,,,,,,,,,,,,,2016
R_2TYJTQrFQ97YDmc,0,,,,,,,,,,,,,,,,,,,2016
R_OfzoLOvF4uTSh2h,0,,,,,,,,,,,,,,,,,,,2016
R_6SBErxYNEjC0y5j,0,3,2,3,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2016
R_3Jtjj00JLfC9aG7,0,,,,,,,,,,,,,,,,,,,2016
R_udJxfoJApf8MBCF,0,4,3,3,2,2,2,1,4,4,2,3,2,4,4,2,2,3,2,2016
R_pAaEqIr4NCJ8YdH,0,,,,,,,,,,,,,,,,,,,2016
R_3MnjPiq0M5oJevK,0,,,,,,,,,,,,,,,,,,,2016
R_1CDTcKSJWDlMCgx,0,,,,,,,,,,,,,,,,,,,2016
R_3KUVADh122ZgJwm,0,3,3,3,2,4,3,3,4,3,3,2,2,3,3,3,3,3,3,2016
R_1IW1qBLZKGsCnut,0,,,,,,,,,,,,,,,,,,,2016
R_1PYHLmC2WKomciY,0,,,,,,,,,,,,,,,,,,,2016
R_ebULuRa7xukXU09,0,4,1,3,2,3,2,4,4,3,2,4,1,1,3,2,2,3,1,2016
R_25L9NAeedpbAKJ1,0,,,,,,,,,,,,,,,,,,,2016
R_33atzMQI6EKadQF,0,,,,,,,,,,,,,,,,,,,2016
R_2YVpcm3yWWH1XO4,0,,,,,,,,,,,,,,,,,,,2016
R_RRGIo88AD4myPZL,0,,,,,,,,,,,,,,,,,,,2016
